Fax,Mobile,Comp_Type,Landing_Url,Comp_Name,Phone,Products,Contact_Url,Address,Contact_Name,Email,About_Comp
 ,941-713-7575,transporterslocal,https://www.textileinfomedia.com/company-info/Rajkot-Golden-Logistics-Pvt-Ltd,Rajkot Golden Logistics Pvt Ltd, 91-161-5024345,"Cargo Services ,Logistic Services ,Packaging Services ,Door To Door Services ,Transportation Service ",," PLOT NO. 40, TRANSPORT NAGAR, Ludhiana - , Punjab, India", Satnarayan N. Sharma (owner),mailto:,"we are Service provider of transportation service, cargo service, warehousing service, cargo agents, goods carrier, logistic service, parcel transportation ..."
 ,981-401-6404,transporterslocal,https://www.textileinfomedia.com/company-info/JBR-Carriers,JBR Carriers, ,"Cargo Carriers Services,Commercial Goods Transportation Services,Household Goods Transportation Services,Heavy Goods Transportation Services,Sea Cargo Services",," No. 63, Transport Nagar, Ludhiana, Punjab, India", J. P Aggarwal(partner),mailto:,"With an experience of more than 35 years, has earned the reputation of an exclusive transport service. Our network in 25 cities helps serving major centres on two important routes of India. JBR Carriers has successfully linked major production ..."
 ,958-221-5954,project consultantsservices,https://www.textileinfomedia.com/company-info/UNITED-ARTLOGISTICS-PVT-LTD,UNITED ARTLOGISTICS PVT LTD, 91-11-25691111," Transportationservices,Project Managementservices,Packing and Cratingservices,shipping services",," OFFICE NO 3/1/2, GROUND FLOOR, SHYAM SINGH STREET, GOPINATH BAZAR, DELHI CANTT., New Delhi - , India", Mr. Anurag Sharma (owner),mailto:,"we are Service provider of art shipping services, fine art transport, fine art transport insurance, fine art shipping insurance, art transport insurance, ..."
 ,992-096-2997,transporterslocal,https://www.textileinfomedia.com/company-info/Courier-India,Courier India, 91-22-66916585,"International Courier Operations services,Air andSea Cargo Operations services",," Plot No 109, Niwas, Near Chakna Devi Nagar Metro Station, Andheri Kurla Road, Andheri East, Mumbai -, Maharashtra, India", Shabeer Ahmed (owner),mailto:,"we, Courier India have been established as a leading service provider of the contemporary industry. We are offering various services such as International Courier, Cargo & Import Services. These services are highly valued by our customers because of their effectiveness and timely completion. We are proud to say that we have been authorized by the commissioner of customs, CS International Airport, Mumbai (Bombay), Commercial Gateway of India. Over the years, we have developed robust relations with the strongest global and regional service partners enable to handle the wholesale deliveries and collections of the valuable international courier and cargo shipments throughout India and worldwide.Our company was incepted in the year 2001, and since then we have made a consistent growth in our business activities. We have been building up our image in the international market with the help of our agents in the Middle East, Far East, Europe and US. Currently we are operating from Mumbai and Delhi and planning to open a new office at Bangalore very soon. We are a reputed member of Courier Association of India. We aim to spread our horizons to every city of the country. We are supported by our dedicated and committed team in all our endeavors to accomplish our goal to delight our customers."
 ,981-101-3430,transportersinternational,https://www.textileinfomedia.com/company-info/Chand-International,Chand International, 91-11-26784612,"Air Freight service,cargo handling service,shipping cargo,transporters,Chand international, New Delhi",," NO-831, K-2 BLOCK, NEAR MATA CHOWK, VASANT KUNJ ROAD, MAHIPALPUR EXT New Delhi, India",  Anil K. Chand(CEO),mailto:,"We are Logistic services, air freight services, custom clearing services, cargo consolidation services, cargo shipping services, lcl shipping, shipping lcl s..."
 ,925-092-4926,transporterslocal,https://www.textileinfomedia.com/company-info/Arun-Transport-Carrier,Arun Transport Carrier, 91-11-25416645,"Truck Transportation Service ,Transportation Service ,Road Transportation Service ,Professional Road Transportation Service ,Commercial Road Goods Transportation Service ",," B-18, DSIDC COMPLEX, TIMBER MKT, KIRTI NAGAR, New Delhi - 110015, India", Arun K. Sharma (proprietor),mailto:,"we are Service provider of road transportation, goods tranport service, logistic services, commercial services, household material shifting services"
 ,982-471-2302,transporterslocal,https://www.textileinfomedia.com/company-info/Om-Sai-Packers-And-Movers,Om Sai Packers And Movers, 91-2642-227722,"Packing and Unpacking Services,Transport Agents Services,WarehousingServices,Cargo Agents Services,Insurance Services",," NO.13, KALPTARU APARTMENT, NEAR HOTEL RANG INN, DAHEJ ROAD, Bharuch - , Gujarat, India", Mr. D. P. Chaudhary (Proprietor),mailto:,"Om Sai Packers and Movers is one of the most reputed relocating agents in the Indian sub continent. As a adept service providers we offer our customers a string of seamless solutions that includes Packing and Moving, Wrapping, Unwrapping, Car Carrier Services, Goods Transportation, Loading and Unloading, Insurance, Warehousing, Cargo and Air Fright Forwarding. Banking on the expertise of our workforce, we guarantee complete reliability and quality in our services. All our professionals are extremely experienced and possess unmatched expertise. They plan and and execute all the processes so accurately that even the challenging most job is done efficiently and on time. Owing to the dexterousness and skillfulness of our human resources we have been able to carve a nice and garner a wide base of clients in the domestic market. "
 ,937-335-1301,transporterslocal,https://www.textileinfomedia.com/company-info/Asian-Logistic,Asian Logistic, ,"Heavy Machinery Transportation Services,Heavy Lift Transportation Service,Heavy Load Transportation Services,Trailer Transport Services,Heavy Goods Transport Services",," Plot No. 151, Sector No. 23, Transport Nagar, Nigdi, Pune, Maharashtra, India", Raghuvir Singh(Manager),mailto:,"We are rendering Transportation Services, Cargo Transportation Services, Car Transportation Services, Bulk Transportation Services, Goods Transportation Services, ODC Transportation Services, Heavy Goods Transportation Services and"
 ,981-100-9515,transporterslocal,https://www.textileinfomedia.com/company-info/Roadrunner-Logistics-Services-Pvt-Ltd,Roadrunner Logistics Services Pvt Ltd, 91-11-32912656,"Logistic Services,Transport Services,Road Transportation Services,Domestic Air Cargo Services,Freight Forwarding Services",," 202, LIVING STYLE MALL JASOLA, SARITA VIHAR, New Delhi - 110025, India", Mr. Arvind Batra (owner),mailto:,"Roadrunner Logistics Services Pvt. Ltd. established itself as a reliable service provider offering Freight Forwarding Services, Transport Services, Warehousing Services, domestic Logistic Services & Cargo Services and Safe Handling Services. Our business strategies and quality policies have helped us in delivering the best goods transportation solutions to our clients. We offer our services to various regions in India including Delhi/ NCR, Punjab, Haryana, Himachal, Rajasthan and UP. All our efforts are concentrated towards the delivery of clients' goods in good condition and before the required time. Further, our Domestic Logistics services are highly demanded in the market owing to their effective management, cost-efficiency, advanced technology implementations, and more."
 ,982-673-0333,transportersdomestic,https://www.textileinfomedia.com/company-info/Maa-Umiya-Gift-Travels,Maa Umiya Gift Travels, +91-771-4055123,"Bus Booking Service,Courier Services,railway reservation services,Taxi Booking Service",," Devendra Nagar Sector-2 Near Timber Bhawan, Raipur, Chhattisgarh, India, Raipur, Chhattisgarh, India", Maa Umiya Gift & Travels (Owner),mailto:,"We are Tour Operators dealing in E- Ticket, E- Tatkal Ticket, Flight Ticket, Bus Ticket, Taxi Booking, Courier Services etc...."
 ,984-003-3333,transporterslocal,https://www.textileinfomedia.com/company-info/MASTER-STROKE-FREIGHT-FORWARDERS-LTD,MASTER STROKE FREIGHT FORWARDERS LTD, 91-44-25216464,"Transportation Services ,Door Delivery Services ,Custom Clearance Service ,warehousing services ",," S.M. PLAZA, NO. 93, ARMENIEN STREET, IIIRD FLOOR, PARRYS, Chennai -, Tamil Nadu, India", Mr. D. Sukumaran (owner),mailto:,"we are Service provider of clearing services, ocean freight, clearance services, air freight, rail freight, road freight, coastal freight, customs clearance ..."
 ,987-109-1236,transporterslocal,https://www.textileinfomedia.com/company-info/Cargo-Clearance-Services,Cargo Clearance Services, 91-11-41621039,"Freight Forwarding service,Air Cargo Agent services,Transportation Services,Custom Broker services,Cargo Handling services",," L-45B/349, 2ND FLOOR, STREET NO. 1, MAHIPALPUR EXTN., New Delhi -India", Mr. JEEVAN SINGH NEGI (Proprietor),mailto:,"To cater to the various requirements of transportation, freight forwarding and clearance services, we Cargo World (Exim Services), forayed into business in 2006. With immense experience in logistics, procurement and expediting, we have registered ourselves as one of the growing service providers in the global shipping industry. We have core competencies in domestic and international Freight Forwarding, Transportation, Delivery, Customs Documentation, Custom Clearance, Cargo Handling, Air Cargo Agent, Custom Broker, Import Clearance, etc."
 ,941-704-4005,transporterslocal,https://www.textileinfomedia.com/company-info/South-Leo-Packers-And-Movers,South Leo Packers And Movers, 91-161-3230267 ,"Packers And Movers Services,Car Carrier Services,Warehouse Services ,Insurance Services ,Loading And Unloading Services",," Plot No. 97, Shop No. 3, First Floor, Transport Nagar, Ludhiana , Punjab, India ", Rahul Sharma (Manager),mailto:,"South Leo Packers & Movers is an experienced packers & movers of House Hold Goods, Car Transport. "
 ,984-042-3432,transportersservices,https://www.textileinfomedia.com/company-info/Triangle-Exim,Triangle Exim, ,"Clearing and Forwarding Services,Sea Freight Forwarding Service,Cargo Logistic Service,Air Freight Forwarding Service,International Parcel Service",," New 40, Old 111, Ramasamy Street, Mannady, Parrys,Chennai , Tamil Nadu, India", Charles A(owner),mailto:,"Triangle Exim is a leading organization in industry known to provide reliable yet cost effective solutions for logistics, custom clearing and other allied services. With our business offices located in Chennai, Tamil Nadu (India), our company is engaged in executing its entire corporate activities as a Sole Proprietorship based business since its commencement in the year 2014. Being a reliable market player, our company is known to provide services such as Sea Freight Forwarding Service, Consultancy Service, Project Transportation Service, Air Freight Forwarding Service and many more. We are a reputed name in industry and are on the path of steady growth since the commencement of our business. Our capabilities and strengths have made it possible for us to accomplish turnkey projects in promised time period. We assure our clients that their esteem will remain maintained throughout our entire business activities."
 ,932-457-9940,transporterslocal,https://www.textileinfomedia.com/company-info/South-Eastern-Carriers-Pvt-Ltd,South Eastern Carriers Pvt Ltd, 91-22-66388572,"Customer Care And Service ,Sea Transportation Services ,Air Transportation Services ,Road Transport Services ",," SHAMMIK BUILDING, 5TH FLOOR, A RAWAL HOUSE BAHRUCH STREET, DEVJI RATANSEY MARG, Mumbai - , Maharashtra, India", Mr. Arun Gupta(owner),mailto:,"we are services provider of Air Transportation Services , Sea Transportation Services , Customer Care And Service ,Road Transport Servicesetc."
 ,982-504-5045,transporterslocal,https://www.textileinfomedia.com/company-info/Suraj-Transport-Corporation,Suraj Transport Corporation, ,"RCC And PSC Girder Transportation Service,RCC And PSC Girder Launching Service,Tyre Mounted Telescopic Crane Service,Crane Hiring Service,Tyre Mounted Lattice Boom Crane Service",," Opposite Maruti Popular Wheeler Showroom, Behind Haryana Tyre, NarolAhmedabadGujarat, India", Sunit Kapoor (Proprietor),mailto:,"we �Suraj Transport Corporation� are the foremost service provider, engaged in providing RCC And PSC Girder Transportation Service, RCC And PSC Girder Launching Service, Tyre Mounted Telescopic Crane Service, Crane Hiring Service and Tyre Mounted Lattice Boom Crane Service. In order to render these services, we have a fleet of heavy duty and robust cranes of different capacities. Our cranes are highly efficient to carry heavy load at any height and distance. These services are highly appreciated by our valuable clients for result accuracy, timely execution, flexibility and reliability. Further, these services are rendered by our experienced professionals in adherence to the international quality standards. In addition, clients can avail these services from us at market leading price."
 +91 11 26183033,981-174-5769,transportersinternational,https://www.textileinfomedia.com/company-info/Param-Cargo-Logistics-Private-Limited,Param Cargo Logistics Private Limited, ,"Transportation Management Services,Packers & Movers services,Cargo Services,Machine Installation Services",," F - 128/3 B, Mohammadpur, Bhikaji Cama Place New Delhi,Delhi, India.", C. K. Narang (Director),mailto:,"Param Cargo Logistics Private LimitedNew Delhi, is one of the leading service providers of international freight forwarding services. The services offered by us are executed by our experts by stringently following international quality standards. The professionals, associated with us are trained on regular basis to ensure safe delivery of goods. These logistic professionals hired by us, are selected by our HR professionals based on their knowledge and experience. The logistic professional associated with our organization, have expertise in handing highly dangerous goods. Our services are highly demanded in the domestic as well as international market due to their reliability and flexibility."
 ,986-946-5889,transportersservices,https://www.textileinfomedia.com/company-info/Vanguard-Plast-Prt-Ltd,Vanguard Plast Prt Ltd, 91-22-24223096,"Transport Services ,C and F Services,Fancy Boxes materials,packing materials services",," SHROFF BUILDING NO.2, 1ST FLOOR, GOKHALE ROAD (S), DADAR (W), Mumbai , Maharashtra, India", MR. POOJARY (proprietor),mailto:,"we are services provider of Corrugated Boxes , C & F Services & Transportation , Transport Services , Fancy Boxes "
 ,997-712-0593,transportersdomestic,https://www.textileinfomedia.com/company-info/M-S-Shree-Sainath-Transport-Company,M S Shree Sainath Transport Company, ," domestic Transportation Logistics Services , domestic Cargo Transport Services , domestic Goods Transportation Service , domestic Road Transport Services ,Truck Transportation",," 48 SHANTI NIKETAN, NEAR HARDOUL MANDIR, OLD KRISHI UPAJ MANDI, RAISEN ROAD, Bhopal, Madhya Pradesh, India", Dinesh Mittal(Proprietor),mailto:,"We are Industrial goods transportation service, heavy goods transportation, loading unloading service, heavy lift logistic service, transportation logistics .."
 ,852-768-8868,transporterslocal,https://www.textileinfomedia.com/company-info/SATKAR-LOGISTICS-PVT-LTD,SATKAR LOGISTICS PVT LTD, 91-11-40770000,"cargo shipping services,transportation services,clearing services,International freight forwarding services,logistics services",," D 193, OKHLA INDUSTRIAL AREA, PHASE I, New Delhi - , India", Mr. Amanpreet Singh Bawa (owner),mailto:,"Satkar group is reckoned as one of the leading multi-modal logistics service providers in the country. Since our inception, strategic business approach and vertical integration has remained a key component in our business model. Throughout the years, Satkar group has emerged as a well-known business entity in the domain of Air Freight Services, Roadways Cargo Services, Sea Cargo Services, Railways Transportation Services and Customs Clearance Services etc.We have acquired specialization in offering custom tailored logistics transportation and logistics to our clients. Our clients are our priority and assist them with world class and end to end logistic solutions. Today, we have carved a niche in national and international markets with widespread network in various global locations. This is mainly due to our streamlined services, resourceful network, and defined mode of operation, ethical business practices and proficient workforce. A unique combination of market knowledge and global reach is the vital characteristic of our logistics. "
 ,982-430-2113,transporterslocal,https://www.textileinfomedia.com/company-info/Singhania-Packers-And-Movers,Singhania Packers And Movers, 91-260-329375,"Transportation Service ,Door To Door Services ,Packaging Services ,Loading And Unloading Service ,Commercial Packaging Service ",," Off. No 101 Vrandavan Park Healing Damag Road, G. I. D. C., Vapi - 396191, Gujarat, India", Rajesh Singhania (owner),mailto:,"we are services Provider of Packers and movers services, fleet owner and transport, expert in house hold goods shifting, car & insurance facility, daily parcel service"
 ,998-888-4444,transportersservices,https://www.textileinfomedia.com/company-info/Alliance-Overseas-Logistic,Alliance Overseas Logistic, 91-161-5085055,"Transporters Manufacturer,Courier service,Express carge service ,Service provider,Alliance Overseas LogisticLudhiana",," B-28, DHYAN SINGH COMPLEX, OPP. BUS STAND, Ludhiana, Punjab, India", Ramandeep Singh Kalra (Proprietor),mailto:,"We are Service provider of international courier, international logistics, courier services, logistics services, fedex courier, dhl courier, aramex courier ..."
 ,982-418-2084,courier serviceservices,https://www.textileinfomedia.com/company-info/Kushal-Travels,Kushal Travels, ,"Domestic & International Tours services,Worldwide Hotel Booking services,Cruise Packages services,Passport Services Providers services,Visa Assistance services",," 4th, Madan Mohan Complex, Near Karnataka Bank, Opp. Ing Vysya Bank, Udhna Darwaja Char Rasta, Surat, Gujarat, India", Yogesh Singhal (Owner),mailto:kushaltravels@yahoo.com,"Kushal Travels are Flight Booking, Domestic & International Tours, Worldwide Hotel Booking, Cruise Packages, Visa Assistance, and Passport Services Providers..."
 ,999-966-2254,transportersservices,https://www.textileinfomedia.com/company-info/Aggarwal-Goods-Shifting-Pvt-Ltd,Aggarwal Goods Shifting Pvt Ltd, 91-11-26783411,"Heavy Goods Services ,Unpacking Services,International Packing Services,Warehousing Services,Transportation Services",," PLOT NO. L-389, JANKIDEVI COMPLEX 1ST FLOOR, GALI NO.11,OLD RANGPURI ROAD MAHIPALPUR EXTN., New Delhi, India", Vineet Kumar(MANAGER),mailto:,"We are Service provider of packers & movers, relocation service, transportation, packaging service, car services, transportation services, car transportation ..."
 ,705-312-7838,transportersservices,https://www.textileinfomedia.com/company-info/Fastway-Worldwide-Express-Pvt-Ltd,Fastway Worldwide Express Pvt Ltd, ,"Relocation Packers Movers Services,Air Freight Cargo Services,Warehousing Services,Import Express Services,Tourist Services",," NO. 17/1, 1ST FLOOR, ABOVE HOTEL FANOOS, RICHMOND TOWN, Bengaluru - 560025, Karnataka, India", Farhaan Hyder(proprietor),mailto:,"Fastway Express has become an international courier company offering matchless solutions of picking and delivering your packages from UK, USA, or Europe to India and other international destinations from India. We stand in the market as a prominent Service Provider of Parcels & Documents, Branded and Homemade Food Varieties, Garments & Other Personal Effects, Household Goods, Medications, Overweight, Unaccompanied, or Excess Baggage, etc.We provide high caliber economical overseas courier services to a vast range of international locations. Located in India, we have gained a reputed status in the global market for excellent track record of growth and success in delivering all packages on time as well as damage free. We have developed strong business relationships with reckoned shipping companies including UPS, FEDEX, DHL, and TNT. From picking, packing, documentation, clearance to delivery, we have been offering door to door services to provide customers the beyond comparison international courier services."
 ,931-239-6865,transporterslocal,https://www.textileinfomedia.com/company-info/Three-STAR-PACKERS-and-MOVERS,Three STAR PACKERS and MOVERS, 91-11-22121088,"Packer And Mover Services ,Cargo Services , transportation services",," PKT-H-130-A, DILSHAD GARDEN, Delhi - , India", Mr. Dev Raj Sharma (owner),mailto:,"we are Service provider of factory relocation services, transportation services, relocators, house shifting, movers packers, office relocation, packaging ..."
 ,793-042-1234,courier servicelocal,https://www.textileinfomedia.com/company-info/Baral-Logistic,Baral Logistic," 079 32951694,079 30421234","Courier services ,Logistic",," 366, SFNew cloth Market, Kalupur, Ahmedabad,Gujarat India", Sushilkumar M Luniya (Proprietor),mailto:,"Patel Express Provides The Fastest Door-To-Door Delivery For Importing And Exporting Services Of Shipments. In Our Efforts To Stay In Touch With The Changing Needs Of Our Customers, We Provide Highly Personalized Levels Of Customer Service For Export- Import Worldwide. Packaging And Training PATEL EXPRESS Offers A Wide Variety Of Approved Goods Packaging To Suite Your Needs "
 ,964-614-1590,transportersdomestic,https://www.textileinfomedia.com/company-info/Multiform-Shipping-Agency,Multiform Shipping Agency, ,"International Sea Cargo Services ,International Air Cargo Services ,National Rail Cargo Services ,local and national Road Cargo Services ",," SCF- 2, SECOND FLOOR, UPSTAIR UNION BANK OF INDIA, PHASE- II, URBAN ESTATE, FOCAL POINT, Ludhiana, Punjab, India", K. P. Singh ( Proprietor),mailto:,"We are the leading service provider of international air cargo. we also dealing in road cargo, air cargo services, sea cargo services, rail cargo services ..."
 ,834-707-0808,courier servicelocal,https://www.textileinfomedia.com/company-info/Mini-Fast-Courier,Mini Fast Courier," 079 32951694,079 30421234","Courier services ,Logistic",," 366, SFNew cloth Market, Kalupur, Ahmedabad,Gujarat India", Sushilkumar M Luniya (owner),mailto:,"We Delivered Courier And Parcel Fast And Door Steps.The Fastest Door-To-Door Delivery For Importing And Exporting Services Of Shipments. In Our Efforts To Stay In Touch With The Changing Needs Of Our Customers, We Provide Highly Personalized Levels Of Customer Service For Export- Import Worldwide. Packaging And Training PATEL EXPRESS Offers A Wide Variety Of Approved Goods Packaging To Suite Your Needs "
 ,443-389-4018,transporterslocal,https://www.textileinfomedia.com/company-info/R-R-Roadways,R R Roadways, +91 44-33894018,"Transporters,Packers & Movers services,Courier Services",," No 13, vijayalakshimi nagar kallikuppam, Ambattur, surapet tolgate opp, Chennai.", Mr. (proprietor),mailto:,"we are Transporters, Packers & Movers services, Courier Services."
 ,997-989-9467,courier servicelocal,https://www.textileinfomedia.com/company-info/Aramex,Aramex, +91 022 33003300,"Curier Service,Service Curier ,Aramex, Bhagal Surat",, 9/100 Ground Floor Behind Ravi Medical Ghanti Sheri Bhagal Surat, Vikas Kanani (Manager),mailto:vikas.kanani@aramex.com,We are Curier Service local etc...
 ,921-205-1466,courier serviceinternational,https://www.textileinfomedia.com/company-info/Ampersand-Logistics-Pvt-Ltd,Ampersand Logistics Pvt Ltd, 91-11-41003541,"Air Cargo Freight Forwarder Services,Diplomatic Cargo Services,Project Cargo Services,Project Cargo Agent,Credit Documentation Services",," G-67/B, GROUND FLOOR, BACK PORTION, KALKAJI, New Delhi, India ", Ramesh(Director),mailto:,"We are Services	 Freight forwarding, cargo services, international freight forwarding, air freight forwarding services, sea freight forwarding services, cargo freight ..."
 ,997-596-1808,transporterslocal,https://www.textileinfomedia.com/company-info/Pune-Packers-Movers,Pune Packers Movers, ,"Logistics Services,Car Carrier Services,Domestic Relocation Service,Transport Agent Contractors Service,Household Shifting Services",," No. 30/4, Shirke Building, Purna Nagar, Chinchwad, Pune, Maharashtra, India", Mohsin Khan (Owner),mailto:,"Pune Packers & Movers is one of the Royal service providers of Logistics Services, Transportation Services, Relocation Services, Record Management Service, Transport Contractors Service, Packing and Unpacking Services etc."
 ,981-003-3678,courier servicedomestic,https://www.textileinfomedia.com/company-info/R-net-Worldwide-Inc,R net Worldwide Inc, +91 11 46545152,"Domestic Courier Services,intra City Courier Services,International Parcel Services,International Package Delivery,Courier Services",," 104, Ground Floor, Westend Marg, SaidulajabNew Delhi, Delhi, India.", Sarabjit Singh Gujral (CEO),mailto:,"R'Net Worldwide Inc. is fast growing service provider and providing Courier Services on vast scale. We provide our customer International Courier Services, Domestic Courier Services, Intra City Courier Services, International Parcel Services and International Package Delivery Services. These services are highly acclaimed in the marketplace for their timeliness, low rate, on time completion and consistency. We give equal consideration to all clients and provide optimum satisfactions to them. We enjoy huge growth in past year by services our customer in best way. By providing customized services and economical solutions to suit precise needs, we are continually striving to ensure that our customers get unmatched service and value."
 +91 44 42029470,984-060-4999,transporterslocal,https://www.textileinfomedia.com/company-info/Yes-Vee-Global-Logistics-India-Pvt-Ltd,Yes Vee Global Logistics India Pvt Ltd, +91 44 42029470,"Transporters,Packers & Movers services,Courier Services,shipping cargo,air cargo",," No. 72, Moore Street, MNJ Center, 1st Floor, F-4, Parvya Chennai Tamil Nadu, India.", V D S Pandian (Director),mailto:,"we have directed our all endeavors towards Loading Service, Project Service, Consultancy Service, Transportation Service, Warehousing Service, Project Handling Service and many others. To offer best and desirable solutions, we have with us team of specialized personnel, who are aware of the customers� desires and assure to make them completely satisfied. Moreover, we keep ourselves abreast with the market requirements by conducting surveys on regular intervals and assure to provide solutions accordingly. Apart from this, our cost effective solutions, ethical business dealings, transparent policies, industry leading prices and timely attainment of the undertaken projects have assisted us placing a reputed niche in industry."
 ,944-206-3189,loom spare partsmanufacturer,https://www.textileinfomedia.com/company-info/Sri-Lakshmi-Associates,Sri Lakshmi Associates, 91-422-2233189 ,"Loom Cutter Assembly Company,Bobbin Holders Trades,Jockey Pulleys Retailer,Ceramic Coated Guide Pulley supplier ,Manufacturer Of Loom Machines Parts",," 1st Floor, No. 58, Nehru Street Ramnagar, Coimbatore, Tamil Nadu, India ", Vijaylaxmi(CEO),mailto:,"We sri lakshmi associates reliable suppliers of scissors and cutters for all makes of auto coners and weaving machines since 1995, constantly strive to ensure you matchless products service and value."
 2612759243,982-411-2385,computerized embroidery machinemanufacturer,https://www.textileinfomedia.com/company-info/Digitronics-Surat,Digitronics Surat, 2613259320,"Manufacture of loom spare parts,Manufacture of textile machinery spare parts,Manufacture of warping machine,Manufacture of computerized embroidery machine,Manufacture of rapier loom machine",," Digitronics, Surat Plot No. 126/ B, Road No. 9, Near Prime Bank Opposite Jagdamba Dyeing, Udoyg Nagar, Udhana, Udhna,Surat , Gujarat.", Chetan naik (CEO),mailto:,"Manufacture of warping machine, loom spare parts, rapier loom machine, textile machinery spare parts, computerized embroidery machine etc..."
 ,903-040-5759,embroidery machine spare partsservices,https://www.textileinfomedia.com/company-info/Shiva-Ganesh-Embroidery-Machine-Services,Shiva Ganesh Embroidery Machine Services, ,"Computerized Embroidery Machine Service,Multi Head Embroidery Machine Services,Embroidery Machine Repire ,Computerized Embroidery Repire,Sequin Embroidery Machine Services",," H No. 115, Madhuban Colony, Kattedan, Hyderabad, Telangana, India", Laxmi Durga(Proprietor),mailto:,"We are Shiva ganesh embroidery machines services offers user friendly support services that will enable you to resolve the problems and get solutions rapidly,Hyderabad, Telangana,India"
 ,985-139-4298,electronics engineerservices,https://www.textileinfomedia.com/company-info/Indian-Institute-Of-Engineering-And-Management,Indian Institute Of Engineering And Management, ,"Electrical Engineering,Diploma In AC And Refrigeration,Mechanical Engineering,Electrical Engineering Courses,Mechanical Engineering Courses",," Baishali, Bamangachi Stationroad, P.o: Bamangachi , North 24 Pargana, Kolkata, West Bengal, India ", Supriya (Owner),mailto:,"Indian Institute of Engineering & Management situated in an Barasat , kolkata-124 , aims at bringing about rapid transformation in the field of technical education. Indian Institute of Engineering and Technology, Barasat (IIEM) is a self-financing ..."
 ,889-808-9254,embroidery machine accessoriesmanufacturer,https://www.textileinfomedia.com/company-info/ADVANCE-MULTITECH-LTD,ADVANCE MULTITECH LTD, ,"Textile Machinery Spares and Machine Distributor,Textile Rubber Printing Blanket supplier ,Rubber Sheet manufacturer,Rubber Coated Fabric exporter ",," 36, KOTHARI MARKET, OPP. HIRA BHAI MARKET, D.B. ROAD, KANKARIA, Ahmedabad - , Gujarat, India", Mr. Pulkit Ashok Goenka (owner),mailto:,"we are exporter, manufacturer, stockiest, wholesaler, producers, supplier, trader, distributor and dealer in specialized chemicals used in Automobile Air Craft, Textile, Refinery, Crude oil, Leather, Pesticides, Paints, Lubricant, Wood, Masonry, Food, Cosmetic, Pharmaceutical, Metal, construction, Power plant, Mines & Mineral.
"
 ,982-512-4872,real estate agentbuy,https://www.textileinfomedia.com/company-info/TGB-Real-Estate-Consultant,TGB Real Estate Consultant, ,"Real Estate Agent,Sell Property,Buy Property,Property Consultant,Real Estate Consultant In Surat",," H No.26, Kuberji House, Opp.NTM, Ring Road, Surat, Gujarat, India", Krishan Bagla (Proprietor),mailto:,"We are Real Estate Consultant. We give service in sell purchase and rent of land,building, shop,home,agriculture land and etc."
 +91 11 22077094,981-005-4848,textile agencybuy,https://www.textileinfomedia.com/company-info/J-G-Textile-Agency,J G Textile Agency, +91 11 22082157,"Commission Agent of Cloths,Fabrics broker,textile agency,mosquito net dealer,J. G. Group of companies",," J G. House, IX/6744, Janta Gali Chowk, Gandhi Nagar Delhi, India.", Arun Arora ,mailto:,"J. G. Group of companies is a long and well established trading companies in India. The product of the group all kind of Garment fabrics, Textile fabrics, PVC & Pu coated fabrics, All type Of Uniform,Workers Uniform, Military Defence & Railway uniform, Police & Security Uniform, Industrial, Hospitals & Institutional Uniform Fabrics, deals in shoe, bag, coated & laminated fabrics & also deals in properties Delhi & NCR. SPL. in Agriculture & lal dora lands & also deals in Battery Operated E Rickshaw."
 ,984-303-8744,knitting machinemanufacturer,https://www.textileinfomedia.com/company-info/Wellknit-Enterprises-Pvt-Ltd,Wellknit Enterprises Pvt Ltd, ,"ZY-CT Tubular Computerized Embroidery machinemanufacturer,Zy-P Computerized Embroidery Machineexporter,ZY-TZ Tuft stitch Computerized Embroidery machinesupplier,ZY-TZ Taping computerized embroidery machine wholesaler ,Zy-P-S Sequin Computerized Sequin Embroidery Machinemanufacturer",," 19/2, RAJIV GANDHI NAGAR, CHANDRAPURAM EAST, K.N.P. COLONY, Tirupur, Tamil Nadu, India", P Gopi (MD),mailto:,"We are Supplier and manufacturer of circular knitting machines, collar knitting machines, embroidery machines"
 ,989-968-0193,net fabricsupplier,https://www.textileinfomedia.com/company-info/Satkar-textiles,Satkar textiles, 00919899680193,"Taffeta Fabrics Supplier,Dupian Fabrics Dealer,Nylone Grey Fabrics Wholesaler,60 gm georgette Trader,Wholesaler of Brocate Fabrics",," G 27 old double storey amar colony lajpat nagar,Delhi,India", Jagmeet singh ,mailto:jagmeetsingh9899@gmail.com,"We Satkar textiles supplier and wholesaler deals in tapeta silk , dupian silk , plain polyster net,nylon mono net , american crape, butter crape , semi shantoon, viscose shantoon, viscose japan dyble 60 GM georgette, tashan silk ,Brocate,farmise silk,grey fabrics also and top dyed"
 ,982-512-2380,real estate agentbuy,https://www.textileinfomedia.com/company-info/Mamaji-Estate-Agency,Mamaji Estate Agency, ,"Real Estate Agency,Shop Rent Sell Purchase ,Real Estate Agent,Property Consultant,Estate Agency in Surat",," F-397,Ground Floor,Radha Krishna Textile Market,Ring Road,Surat", Amarchand Rathi (Propritor),mailto:,"Dealing In: Cimmercial Shop(RKTM,NTM,VTM,PTM)&Business Hub."
